lat,lon,date,temp_max,temp_min,precip
40.76,-73.92999999999996,2021-06-15,25.9,17.7,0.9
40.76,-73.92999999999996,2021-06-16,23.6,15.5,0.0
40.76,-73.92999999999996,2021-06-17,24.5,12.4,0.0
40.76,-73.92999999999996,2021-06-18,27.1,13.7,0.0
40.76,-73.92999999999996,2021-06-19,32.5,19.7,2.4
40.76,-73.92999999999996,2021-06-20,29.4,17.8,0.1
40.76,-73.92999999999996,2021-06-21,27.6,21.7,0.5
40.76,-73.92999999999996,2021-06-22,25.5,15.8,9.2
40.76,-73.92999999999996,2021-06-23,23.7,12.7,0.0
40.76,-73.92999999999996,2021-06-24,23.1,15.1,0.0
40.76,-73.92999999999996,2021-06-25,24.8,16.5,0.0
40.76,-73.92999999999996,2021-06-26,26.0,18.9,1.0
40.76,-73.92999999999996,2021-06-27,28.5,21.8,0.5
40.76,-73.92999999999996,2021-06-28,32.5,23.0,0.0
40.76,-73.92999999999996,2021-06-29,34.2,24.3,0.2
40.76,-73.92999999999996,2021-06-30,35.9,25.5,0.1
40.76,-73.92999999999996,2021-07-01,29.4,22.0,24.4
40.76,-73.92999999999996,2021-07-02,24.3,20.6,24.6
40.76,-73.92999999999996,2021-07-03,19.7,16.2,20.4
40.76,-73.92999999999996,2021-07-04,24.8,16.3,1.6
40.76,-73.92999999999996,2021-07-05,26.2,18.0,0.5
40.76,-73.92999999999996,2021-07-06,33.2,22.1,0.9
40.76,-73.92999999999996,2021-07-07,31.4,22.4,0.9
40.76,-73.92999999999996,2021-07-08,28.1,21.6,10.1
40.76,-73.92999999999996,2021-07-09,29.9,22.4,38.3
40.76,-73.92999999999996,2021-07-10,26.0,21.1,2.0
40.76,-73.92999999999996,2021-07-11,25.0,20.4,3.0
40.76,-73.92999999999996,2021-07-12,28.6,22.4,6.7
40.76,-73.92999999999996,2021-07-13,26.2,21.1,1.7
40.76,-73.92999999999996,2021-07-14,30.1,21.7,0.5
40.76,-73.92999999999996,2021-07-15,29.8,22.1,0.0
40.76,-73.92999999999996,2021-07-16,31.5,23.7,0.1
40.76,-73.92999999999996,2021-07-17,30.9,23.9,4.6
40.76,-73.92999999999996,2021-07-18,28.7,23.3,14.5
40.76,-73.92999999999996,2021-07-19,27.7,21.0,0.5
40.76,-73.92999999999996,2021-07-20,31.2,21.3,0.0
40.76,-73.92999999999996,2021-07-21,28.4,21.6,4.9
40.76,-73.92999999999996,2021-07-22,27.1,18.2,0.0
40.76,-73.92999999999996,2021-07-23,26.4,17.4,0.0
40.76,-73.92999999999996,2021-07-24,26.9,18.6,0.0
40.76,-73.92999999999996,2021-07-25,27.3,20.6,7.9
40.76,-73.92999999999996,2021-07-26,32.1,22.1,0.0
40.76,-73.92999999999996,2021-07-27,30.8,20.1,0.0
40.76,-73.92999999999996,2021-07-28,27.6,20.5,0.8
40.76,-73.92999999999996,2021-07-29,25.6,20.6,32.4
40.76,-73.92999999999996,2021-07-30,28.5,19.3,0.0
40.76,-73.92999999999996,2021-07-31,25.8,14.5,0.0
40.76,-73.92999999999996,2021-08-01,24.8,17.6,0.3
40.76,-73.92999999999996,2021-08-02,27.6,17.7,0.0
40.76,-73.92999999999996,2021-08-03,24.8,16.5,0.0
40.76,-73.92999999999996,2021-08-04,24.9,19.4,0.7
40.76,-73.92999999999996,2021-08-05,27.3,17.8,0.4
40.76,-73.92999999999996,2021-08-06,29.7,18.4,0.0
40.76,-73.92999999999996,2021-08-07,30.2,20.3,0.0
40.76,-73.92999999999996,2021-08-08,22.9,19.4,14.1
40.76,-73.92999999999996,2021-08-09,26.6,20.7,1.0
40.76,-73.92999999999996,2021-08-10,27.4,20.6,4.5
40.76,-73.92999999999996,2021-08-11,30.7,23.2,2.0
40.76,-73.92999999999996,2021-08-12,34.5,23.2,0.0
40.76,-73.92999999999996,2021-08-13,34.6,25.1,0.0
40.76,-73.92999999999996,2021-08-14,31.5,24.5,6.7
40.76,-73.92999999999996,2021-08-15,28.1,20.5,0.0
40.76,-73.92999999999996,2021-08-16,27.3,20.0,0.0
40.76,-73.92999999999996,2021-08-17,26.9,22.4,1.3
40.76,-73.92999999999996,2021-08-18,27.6,22.0,0.7
40.76,-73.92999999999996,2021-08-19,30.9,24.0,6.1
40.76,-73.92999999999996,2021-08-20,27.2,22.3,1.4
40.76,-73.92999999999996,2021-08-21,27.6,22.1,0.7
40.76,-73.92999999999996,2021-08-22,24.1,22.7,61.3
40.76,-73.92999999999996,2021-08-23,28.7,22.3,29.7
40.76,-73.92999999999996,2021-08-24,31.3,22.1,0.0
40.76,-73.92999999999996,2021-08-25,31.5,20.5,0.0
40.76,-73.92999999999996,2021-08-26,31.9,22.9,0.3
40.76,-73.92999999999996,2021-08-27,32.9,24.0,0.7
40.76,-73.92999999999996,2021-08-28,26.4,19.8,5.1
40.76,-73.92999999999996,2021-08-29,24.8,18.9,0.8
40.76,-73.92999999999996,2021-08-30,28.3,22.1,8.5
40.76,-73.92999999999996,2021-08-31,29.2,20.9,0.0
40.76,-73.92999999999996,2021-09-01,23.2,20.8,90.6
40.76,-73.91999999999996,2021-06-01,23.6,10.5,0.0
40.76,-73.91999999999996,2021-06-02,21.5,13.1,0.0
40.76,-73.91999999999996,2021-06-03,22.3,13.4,8.9
40.76,-73.91999999999996,2021-06-04,25.1,17.8,6.8
40.76,-73.91999999999996,2021-06-05,31.8,16.7,0.0
40.76,-73.91999999999996,2021-06-06,31.5,20.1,0.0
40.76,-73.91999999999996,2021-06-07,30.5,21.0,0.2
40.76,-73.91999999999996,2021-06-08,30.2,21.8,2.8
40.76,-73.91999999999996,2021-06-09,30.9,21.8,1.0
40.76,-73.91999999999996,2021-06-10,26.7,16.6,0.0
40.76,-73.91999999999996,2021-06-11,21.0,15.1,0.9
40.76,-73.91999999999996,2021-06-12,21.4,16.0,0.5
40.76,-73.91999999999996,2021-06-13,23.7,14.7,0.1
40.76,-73.91999999999996,2021-06-14,21.2,17.3,17.2
40.76,-73.91999999999996,2021-06-15,25.8,17.6,0.9
40.76,-73.91999999999996,2021-06-16,23.5,15.4,0.0
40.76,-73.91999999999996,2021-06-17,24.4,12.3,0.0
40.76,-73.91999999999996,2021-06-18,27.0,13.6,0.0
40.76,-73.91999999999996,2021-06-19,32.4,19.6,2.4
40.76,-73.91999999999996,2021-06-20,29.3,17.7,0.1
40.76,-73.91999999999996,2021-06-21,27.5,21.6,0.5
40.76,-73.91999999999996,2021-06-22,25.4,15.7,9.2
40.76,-73.91999999999996,2021-06-23,23.6,12.6,0.0
40.76,-73.91999999999996,2021-06-24,23.0,15.0,0.0
40.76,-73.91999999999996,2021-06-25,24.7,16.4,0.0
40.76,-73.91999999999996,2021-06-26,25.9,18.8,1.0
40.76,-73.91999999999996,2021-06-27,28.4,21.7,0.5
40.76,-73.91999999999996,2021-06-28,32.4,22.9,0.0
40.76,-73.91999999999996,2021-06-29,34.1,24.2,0.2
40.76,-73.91999999999996,2021-06-30,35.8,25.4,0.1
40.76,-73.91999999999996,2021-07-01,29.3,21.9,24.4
40.76,-73.91999999999996,2021-07-02,24.2,20.5,24.6
40.76,-73.91999999999996,2021-07-03,19.6,16.1,20.4
40.76,-73.91999999999996,2021-07-04,24.7,16.2,1.6
40.76,-73.91999999999996,2021-07-05,26.1,17.9,0.5
40.76,-73.91999999999996,2021-07-06,33.1,22.0,0.9
40.76,-73.91999999999996,2021-07-07,31.3,22.3,0.9
40.76,-73.91999999999996,2021-07-08,28.0,21.5,10.1
40.76,-73.91999999999996,2021-07-09,29.8,22.3,38.3
40.76,-73.91999999999996,2021-07-10,25.9,21.0,2.0
40.76,-73.91999999999996,2021-07-11,24.9,20.3,3.0
40.76,-73.91999999999996,2021-07-12,28.5,22.3,6.7
40.76,-73.91999999999996,2021-07-13,26.1,21.0,1.7
40.76,-73.91999999999996,2021-07-14,30.0,21.6,0.5
40.76,-73.91999999999996,2021-07-15,29.7,22.0,0.0
40.76,-73.91999999999996,2021-07-16,31.4,23.6,0.1
40.76,-73.91999999999996,2021-07-17,30.8,23.8,4.6
40.76,-73.91999999999996,2021-07-18,28.6,23.2,14.5
40.76,-73.91999999999996,2021-07-19,27.6,20.9,0.5
40.76,-73.91999999999996,2021-07-20,31.1,21.2,0.0
40.76,-73.91999999999996,2021-07-21,28.3,21.5,4.9
40.76,-73.91999999999996,2021-07-22,27.0,18.1,0.0
40.76,-73.91999999999996,2021-07-23,26.3,17.3,0.0
40.76,-73.91999999999996,2021-07-24,26.8,18.5,0.0
40.76,-73.91999999999996,2021-07-25,27.2,20.5,7.9
40.76,-73.91999999999996,2021-07-26,32.0,22.0,0.0
40.76,-73.91999999999996,2021-07-27,30.7,20.0,0.0
40.76,-73.91999999999996,2021-07-28,27.5,20.4,0.8
40.76,-73.91999999999996,2021-07-29,25.5,20.5,32.4
40.76,-73.91999999999996,2021-07-30,28.4,19.2,0.0
40.76,-73.91999999999996,2021-07-31,25.7,14.4,0.0
40.76,-73.91999999999996,2021-08-01,24.7,17.5,0.3
40.76,-73.91999999999996,2021-08-02,27.5,17.6,0.0
40.76,-73.91999999999996,2021-08-03,24.7,16.4,0.0
40.76,-73.91999999999996,2021-08-04,24.8,19.3,0.7
40.76,-73.91999999999996,2021-08-05,27.2,17.7,0.4
40.76,-73.91999999999996,2021-08-06,29.6,18.3,0.0
40.76,-73.91999999999996,2021-08-07,30.1,20.2,0.0
40.76,-73.91999999999996,2021-08-08,22.8,19.3,14.1
40.76,-73.91999999999996,2021-08-09,26.5,20.6,1.0
40.76,-73.91999999999996,2021-08-10,27.3,20.5,4.5
40.76,-73.91999999999996,2021-08-11,30.6,23.1,2.0
40.76,-73.91999999999996,2021-08-12,34.4,23.1,0.0
40.76,-73.91999999999996,2021-08-13,34.5,25.0,0.0
40.76,-73.91999999999996,2021-08-14,31.4,24.4,6.7
40.76,-73.91999999999996,2021-08-15,28.0,20.4,0.0
40.76,-73.91999999999996,2021-08-16,27.2,19.9,0.0
40.76,-73.91999999999996,2021-08-17,26.8,22.3,1.3
40.76,-73.91999999999996,2021-08-18,27.5,21.9,0.7
40.76,-73.91999999999996,2021-08-19,30.8,23.9,6.1
40.76,-73.91999999999996,2021-08-20,27.1,22.2,1.4
40.76,-73.91999999999996,2021-08-21,27.5,22.0,0.7
40.76,-73.91999999999996,2021-08-22,24.0,22.6,61.3
40.76,-73.91999999999996,2021-08-23,28.6,22.2,29.7
40.76,-73.91999999999996,2021-08-24,31.2,22.0,0.0
40.76,-73.91999999999996,2021-08-25,31.4,20.4,0.0
40.76,-73.91999999999996,2021-08-26,31.8,22.8,0.3
40.76,-73.91999999999996,2021-08-27,32.8,23.9,0.7
40.76,-73.91999999999996,2021-08-28,26.3,19.7,5.1
40.76,-73.91999999999996,2021-08-29,24.7,18.8,0.8
40.76,-73.91999999999996,2021-08-30,28.2,22.0,8.5
40.76,-73.91999999999996,2021-08-31,29.1,20.8,0.0
40.76,-73.91999999999996,2021-09-01,23.1,20.7,90.6
40.76,-73.90999999999995,2021-06-01,23.7,10.6,0.0
40.76,-73.90999999999995,2021-06-02,21.6,13.2,0.0
40.76,-73.90999999999995,2021-06-03,22.4,13.5,8.9
40.76,-73.90999999999995,2021-06-04,25.2,17.8,6.8
40.76,-73.90999999999995,2021-06-05,31.9,16.7,0.0
40.76,-73.90999999999995,2021-06-06,31.6,20.2,0.0
40.76,-73.90999999999995,2021-06-07,30.5,21.0,0.2
40.76,-73.90999999999995,2021-06-08,30.3,21.8,2.8
40.76,-73.90999999999995,2021-06-09,30.9,21.9,1.0
40.76,-73.90999999999995,2021-06-10,26.7,16.6,0.0
40.76,-73.90999999999995,2021-06-11,21.1,15.2,0.9
40.76,-73.90999999999995,2021-06-12,21.5,16.1,0.5
40.76,-73.90999999999995,2021-06-13,23.8,14.7,0.1
40.76,-73.90999999999995,2021-06-14,21.3,17.4,17.2
40.76,-73.90999999999995,2021-06-15,25.8,17.7,0.9
40.76,-73.90999999999995,2021-06-16,23.6,15.4,0.0
40.76,-73.90999999999995,2021-06-17,24.4,12.4,0.0
40.76,-73.90999999999995,2021-06-18,27.0,13.7,0.0
40.76,-73.90999999999995,2021-06-19,32.4,19.7,2.4
40.76,-73.90999999999995,2021-06-20,29.4,17.7,0.1
40.76,-73.90999999999995,2021-06-21,27.6,21.7,0.5
40.76,-73.90999999999995,2021-06-22,25.5,15.7,9.2
40.76,-73.90999999999995,2021-06-23,23.7,12.6,0.0
40.76,-73.90999999999995,2021-06-24,23.1,15.1,0.0
40.76,-73.90999999999995,2021-06-25,24.8,16.5,0.0
40.76,-73.90999999999995,2021-06-26,26.0,18.8,1.0
40.76,-73.90999999999995,2021-06-27,28.5,21.8,0.5
40.76,-73.90999999999995,2021-06-28,32.5,22.9,0.0
40.76,-73.90999999999995,2021-06-29,34.1,24.3,0.2
40.76,-73.90999999999995,2021-06-30,35.9,25.4,0.1
40.76,-73.90999999999995,2021-07-01,29.3,21.9,24.4
40.76,-73.90999999999995,2021-07-02,24.3,20.5,24.6
40.76,-73.90999999999995,2021-07-03,19.6,16.2,20.4
40.76,-73.90999999999995,2021-07-04,24.8,16.2,1.6
40.76,-73.90999999999995,2021-07-05,26.1,17.9,0.5
40.76,-73.90999999999995,2021-07-06,33.2,22.0,0.9
40.76,-73.90999999999995,2021-07-07,31.3,22.4,0.9
40.76,-73.90999999999995,2021-07-08,28.1,21.5,10.1
40.76,-73.90999999999995,2021-07-09,29.9,22.4,38.3
40.76,-73.90999999999995,2021-07-10,25.9,21.0,2.0
40.76,-73.90999999999995,2021-07-11,24.9,20.4,3.0
40.76,-73.90999999999995,2021-07-12,28.6,22.3,6.7
40.76,-73.90999999999995,2021-07-13,26.1,21.0,1.7
40.76,-73.90999999999995,2021-07-14,30.1,21.6,0.5
40.76,-73.90999999999995,2021-07-15,29.8,22.0,0.0
40.76,-73.90999999999995,2021-07-16,31.4,23.7,0.1
40.76,-73.90999999999995,2021-07-17,30.9,23.8,4.6
40.76,-73.90999999999995,2021-07-18,28.6,23.2,14.5
40.76,-73.90999999999995,2021-07-19,27.7,21.0,0.5
40.76,-73.90999999999995,2021-07-20,31.1,21.3,0.0
40.76,-73.90999999999995,2021-07-21,28.3,21.5,4.9
40.76,-73.90999999999995,2021-07-22,27.0,18.1,0.0
40.76,-73.90999999999995,2021-07-23,26.3,17.3,0.0
40.76,-73.90999999999995,2021-07-24,26.8,18.5,0.0
40.76,-73.90999999999995,2021-07-25,27.3,20.6,7.9
40.76,-73.90999999999995,2021-07-26,32.1,22.0,0.0
40.76,-73.90999999999995,2021-07-27,30.8,20.0,0.0
40.76,-73.90999999999995,2021-07-28,27.5,20.5,0.8
40.76,-73.90999999999995,2021-07-29,25.6,20.6,32.4
40.76,-73.90999999999995,2021-07-30,28.4,19.2,0.0
40.76,-73.90999999999995,2021-07-31,25.8,14.5,0.0
40.76,-73.90999999999995,2021-08-01,24.8,17.5,0.3
40.76,-73.90999999999995,2021-08-02,27.5,17.6,0.0
40.76,-73.90999999999995,2021-08-03,24.7,16.5,0.0
40.76,-73.90999999999995,2021-08-04,24.8,19.3,0.7
40.76,-73.90999999999995,2021-08-05,27.3,17.7,0.4
40.76,-73.90999999999995,2021-08-06,29.6,18.3,0.0
40.76,-73.90999999999995,2021-08-07,30.1,20.2,0.0
40.76,-73.90999999999995,2021-08-08,22.9,19.4,14.1
40.76,-73.90999999999995,2021-08-09,26.5,20.6,1.0
40.76,-73.90999999999995,2021-08-10,27.3,20.5,4.5
40.76,-73.90999999999995,2021-08-11,30.6,23.2,2.0
40.76,-73.90999999999995,2021-08-12,34.4,23.1,0.0
40.76,-73.90999999999995,2021-08-13,34.6,25.0,0.0
40.76,-73.90999999999995,2021-08-14,31.4,24.5,6.7
40.76,-73.90999999999995,2021-08-15,28.1,20.4,0.0
40.76,-73.90999999999995,2021-08-16,27.2,19.9,0.0
40.76,-73.90999999999995,2021-08-17,26.9,22.3,1.3
40.76,-73.90999999999995,2021-08-18,27.5,21.9,0.7
40.76,-73.90999999999995,2021-08-19,30.8,24.0,6.1
40.76,-73.90999999999995,2021-08-20,27.1,22.2,1.4
40.76,-73.90999999999995,2021-08-21,27.5,22.1,0.7
40.76,-73.90999999999995,2021-08-22,24.1,22.6,61.3
40.76,-73.90999999999995,2021-08-23,28.7,22.2,29.7
40.76,-73.90999999999995,2021-08-24,31.3,22.0,0.0
40.76,-73.90999999999995,2021-08-25,31.4,20.5,0.0
40.76,-73.90999999999995,2021-08-26,31.8,22.8,0.3
40.76,-73.90999999999995,2021-08-27,32.9,23.9,0.7
40.76,-73.90999999999995,2021-08-28,26.3,19.8,5.1
40.76,-73.90999999999995,2021-08-29,24.8,18.8,0.8
40.76,-73.90999999999995,2021-08-30,28.2,22.1,8.5
40.76,-73.90999999999995,2021-08-31,29.2,20.8,0.0
40.76,-73.90999999999995,2021-09-01,23.1,20.7,90.6
40.76,-73.89999999999995,2021-06-01,23.7,10.6,0.0
40.76,-73.89999999999995,2021-06-02,21.6,13.2,0.0
40.76,-73.89999999999995,2021-06-03,22.4,13.5,8.9
40.76,-73.89999999999995,2021-06-04,25.2,17.9,6.8
40.76,-73.89999999999995,2021-06-05,31.9,16.8,0.0
40.76,-73.89999999999995,2021-06-06,31.6,20.2,0.0
40.76,-73.89999999999995,2021-06-07,30.6,21.1,0.2
40.76,-73.89999999999995,2021-06-08,30.3,21.9,2.8
40.76,-73.89999999999995,2021-06-09,31.0,21.9,1.0
40.76,-73.89999999999995,2021-06-10,26.8,16.7,0.0
40.76,-73.89999999999995,2021-06-11,21.1,15.2,0.9
40.76,-73.89999999999995,2021-06-12,21.5,16.1,0.5
40.76,-73.89999999999995,2021-06-13,23.8,14.8,0.1
40.76,-73.89999999999995,2021-06-14,21.3,17.4,17.2
40.76,-73.89999999999995,2021-06-15,25.9,17.7,0.9
40.76,-73.89999999999995,2021-06-16,23.6,15.5,0.0
40.76,-73.89999999999995,2021-06-17,24.5,12.4,0.0
40.76,-73.89999999999995,2021-06-18,27.1,13.7,0.0
40.76,-73.89999999999995,2021-06-19,32.5,19.7,2.4
40.76,-73.89999999999995,2021-06-20,29.4,17.8,0.1
40.76,-73.89999999999995,2021-06-21,27.6,21.7,0.5
40.76,-73.89999999999995,2021-06-22,25.5,15.8,9.2
40.76,-73.89999999999995,2021-06-23,23.7,12.7,0.0
40.76,-73.89999999999995,2021-06-24,23.1,15.1,0.0
40.76,-73.89999999999995,2021-06-25,24.8,16.5,0.0
40.76,-73.89999999999995,2021-06-26,26.0,18.9,1.0
40.76,-73.89999999999995,2021-06-27,28.5,21.8,0.5
40.76,-73.89999999999995,2021-06-28,32.5,23.0,0.0
40.76,-73.89999999999995,2021-06-29,34.2,24.3,0.2
40.76,-73.89999999999995,2021-06-30,35.9,25.5,0.1
40.76,-73.89999999999995,2021-07-01,29.4,22.0,24.4
40.76,-73.89999999999995,2021-07-02,24.3,20.6,24.6
40.76,-73.89999999999995,2021-07-03,19.7,16.2,20.4
40.76,-73.89999999999995,2021-07-04,24.8,16.3,1.6
40.76,-73.89999999999995,2021-07-05,26.2,18.0,0.5
40.76,-73.89999999999995,2021-07-06,33.2,22.1,0.9
40.76,-73.89999999999995,2021-07-07,31.4,22.4,0.9
40.76,-73.89999999999995,2021-07-08,28.1,21.6,10.1
40.76,-73.89999999999995,2021-07-09,29.9,22.4,38.3
40.76,-73.89999999999995,2021-07-10,26.0,21.1,2.0
40.76,-73.89999999999995,2021-07-11,25.0,20.4,3.0
40.76,-73.89999999999995,2021-07-12,28.6,22.4,6.7
40.76,-73.89999999999995,2021-07-13,26.2,21.1,1.7
40.76,-73.89999999999995,2021-07-14,30.1,21.7,0.5
40.76,-73.89999999999995,2021-07-15,29.8,22.1,0.0
40.76,-73.89999999999995,2021-07-16,31.5,23.7,0.1
40.76,-73.89999999999995,2021-07-17,30.9,23.9,4.6
40.76,-73.89999999999995,2021-07-18,28.7,23.3,14.5
40.76,-73.89999999999995,2021-07-19,27.7,21.0,0.5
40.76,-73.89999999999995,2021-07-20,31.2,21.3,0.0
40.76,-73.89999999999995,2021-07-21,28.4,21.6,4.9
40.76,-73.89999999999995,2021-07-22,27.1,18.2,0.0
40.76,-73.89999999999995,2021-07-23,26.4,17.4,0.0
40.76,-73.89999999999995,2021-07-24,26.9,18.6,0.0
40.76,-73.89999999999995,2021-07-25,27.3,20.6,7.9
40.76,-73.89999999999995,2021-07-26,32.1,22.1,0.0
40.76,-73.89999999999995,2021-07-27,30.8,20.1,0.0
40.76,-73.89999999999995,2021-07-28,27.6,20.5,0.8
40.76,-73.89999999999995,2021-07-29,25.6,20.6,32.4
40.76,-73.89999999999995,2021-07-30,28.5,19.3,0.0
40.76,-73.89999999999995,2021-07-31,25.8,14.5,0.0
40.76,-73.89999999999995,2021-08-01,24.8,17.6,0.3
40.76,-73.89999999999995,2021-08-02,27.6,17.7,0.0
40.76,-73.89999999999995,2021-08-03,24.8,16.5,0.0
40.76,-73.89999999999995,2021-08-04,24.9,19.4,0.7
40.76,-73.89999999999995,2021-08-05,27.3,17.8,0.4
40.76,-73.89999999999995,2021-08-06,29.7,18.4,0.0
40.76,-73.89999999999995,2021-08-07,30.2,20.3,0.0
40.76,-73.89999999999995,2021-08-08,22.9,19.4,14.1
40.76,-73.89999999999995,2021-08-09,26.6,20.7,1.0
40.76,-73.89999999999995,2021-08-10,27.4,20.6,4.5
40.76,-73.89999999999995,2021-08-11,30.7,23.2,2.0
40.76,-73.89999999999995,2021-08-12,34.5,23.2,0.0
40.76,-73.89999999999995,2021-08-13,34.6,25.1,0.0
40.76,-73.89999999999995,2021-08-14,31.5,24.5,6.7
40.76,-73.89999999999995,2021-08-15,28.1,20.5,0.0
40.76,-73.89999999999995,2021-08-16,27.3,20.0,0.0
40.76,-73.89999999999995,2021-08-17,26.9,22.4,1.3
40.76,-73.89999999999995,2021-08-18,27.6,22.0,0.7
40.76,-73.89999999999995,2021-08-19,30.9,24.0,6.1
40.76,-73.89999999999995,2021-08-20,27.2,22.3,1.4
40.76,-73.89999999999995,2021-08-21,27.6,22.1,0.7
40.76,-73.89999999999995,2021-08-22,24.1,22.7,61.3
40.76,-73.89999999999995,2021-08-23,28.7,22.3,29.7
40.76,-73.89999999999995,2021-08-24,31.3,22.1,0.0
40.76,-73.89999999999995,2021-08-25,31.5,20.5,0.0
40.76,-73.89999999999995,2021-08-26,31.9,22.9,0.3
40.76,-73.89999999999995,2021-08-27,32.9,24.0,0.7
40.76,-73.89999999999995,2021-08-28,26.4,19.8,5.1
40.76,-73.89999999999995,2021-08-29,24.8,18.9,0.8
40.76,-73.89999999999995,2021-08-30,28.3,22.1,8.5
40.76,-73.89999999999995,2021-08-31,29.2,20.9,0.0
40.76,-73.89999999999995,2021-09-01,23.2,20.8,90.6
40.76,-73.88999999999994,2021-06-01,23.7,10.6,0.0
40.76,-73.88999999999994,2021-06-02,21.6,13.2,0.0
40.76,-73.88999999999994,2021-06-03,22.4,13.5,8.9
40.76,-73.88999999999994,2021-06-04,25.2,17.9,6.8
40.76,-73.88999999999994,2021-06-05,31.9,16.8,0.0
40.76,-73.88999999999994,2021-06-06,31.6,20.2,0.0
40.76,-73.88999999999994,2021-06-07,30.6,21.1,0.2
40.76,-73.88999999999994,2021-06-08,30.3,21.9,2.8
40.76,-73.88999999999994,2021-06-09,31.0,21.9,1.0
40.76,-73.88999999999994,2021-06-10,26.8,16.7,0.0
40.76,-73.88999999999994,2021-06-11,21.1,15.2,0.9
40.76,-73.88999999999994,2021-06-12,21.5,16.1,0.5
40.76,-73.88999999999994,2021-06-13,23.8,14.8,0.1
40.76,-73.88999999999994,2021-06-14,21.3,17.4,17.2
40.76,-73.88999999999994,2021-06-15,25.9,17.7,0.9
40.76,-73.88999999999994,2021-06-16,23.6,15.5,0.0
40.76,-73.88999999999994,2021-06-17,24.5,12.4,0.0
40.76,-73.88999999999994,2021-06-18,27.1,13.7,0.0
40.76,-73.88999999999994,2021-06-19,32.5,19.7,2.4
40.76,-73.88999999999994,2021-06-20,29.4,17.8,0.1
40.76,-73.88999999999994,2021-06-21,27.6,21.7,0.5
40.76,-73.88999999999994,2021-06-22,25.5,15.8,9.2
40.76,-73.88999999999994,2021-06-23,23.7,12.7,0.0
40.76,-73.88999999999994,2021-06-24,23.1,15.1,0.0
40.76,-73.88999999999994,2021-06-25,24.8,16.5,0.0
40.76,-73.88999999999994,2021-06-26,26.0,18.9,1.0
40.76,-73.88999999999994,2021-06-27,28.5,21.8,0.5
40.76,-73.88999999999994,2021-06-28,32.5,23.0,0.0
40.76,-73.88999999999994,2021-06-29,34.2,24.3,0.2
40.76,-73.88999999999994,2021-06-30,35.9,25.5,0.1
40.76,-73.88999999999994,2021-07-01,29.4,22.0,24.4
40.76,-73.88999999999994,2021-07-02,24.3,20.6,24.6
40.76,-73.88999999999994,2021-07-03,19.7,16.2,20.4
40.76,-73.88999999999994,2021-07-04,24.8,16.3,1.6
40.76,-73.88999999999994,2021-07-05,26.2,18.0,0.5
40.76,-73.88999999999994,2021-07-06,33.2,22.1,0.9
40.76,-73.88999999999994,2021-07-07,31.4,22.4,0.9
40.76,-73.88999999999994,2021-07-08,28.1,21.6,10.1
40.76,-73.88999999999994,2021-07-09,29.9,22.4,38.3
40.76,-73.88999999999994,2021-07-10,26.0,21.1,2.0
40.76,-73.88999999999994,2021-07-11,25.0,20.4,3.0
40.76,-73.88999999999994,2021-07-12,28.6,22.4,6.7
40.76,-73.88999999999994,2021-07-13,26.2,21.1,1.7
40.76,-73.88999999999994,2021-07-14,30.1,21.7,0.5
40.76,-73.88999999999994,2021-07-15,29.8,22.1,0.0
40.76,-73.88999999999994,2021-07-16,31.5,23.7,0.1
40.76,-73.88999999999994,2021-07-17,30.9,23.9,4.6
40.76,-73.88999999999994,2021-07-18,28.7,23.3,14.5
40.76,-73.88999999999994,2021-07-19,27.7,21.0,0.5
40.76,-73.88999999999994,2021-07-20,31.2,21.3,0.0
40.76,-73.88999999999994,2021-07-21,28.4,21.6,4.9
40.76,-73.88999999999994,2021-07-22,27.1,18.2,0.0
40.76,-73.88999999999994,2021-07-23,26.4,17.4,0.0
40.76,-73.88999999999994,2021-07-24,26.9,18.6,0.0
40.76,-73.88999999999994,2021-07-25,27.3,20.6,7.9
40.76,-73.88999999999994,2021-07-26,32.1,22.1,0.0
40.76,-73.88999999999994,2021-07-27,30.8,20.1,0.0
40.76,-73.88999999999994,2021-07-28,27.6,20.5,0.8
40.76,-73.88999999999994,2021-07-29,25.6,20.6,32.4
40.76,-73.88999999999994,2021-07-30,28.5,19.3,0.0
40.76,-73.88999999999994,2021-07-31,25.8,14.5,0.0
40.76,-73.88999999999994,2021-08-01,24.8,17.6,0.3
40.76,-73.88999999999994,2021-08-02,27.6,17.7,0.0
40.76,-73.88999999999994,2021-08-03,24.8,16.5,0.0
40.76,-73.88999999999994,2021-08-04,24.9,19.4,0.7
40.76,-73.88999999999994,2021-08-05,27.3,17.8,0.4
40.76,-73.88999999999994,2021-08-06,29.7,18.4,0.0
40.76,-73.88999999999994,2021-08-07,30.2,20.3,0.0
40.76,-73.88999999999994,2021-08-08,22.9,19.4,14.1
40.76,-73.88999999999994,2021-08-09,26.6,20.7,1.0
40.76,-73.88999999999994,2021-08-10,27.4,20.6,4.5
40.76,-73.88999999999994,2021-08-11,30.7,23.2,2.0
40.76,-73.88999999999994,2021-08-12,34.5,23.2,0.0
40.76,-73.88999999999994,2021-08-13,34.6,25.1,0.0
40.76,-73.88999999999994,2021-08-14,31.5,24.5,6.7
40.76,-73.88999999999994,2021-08-15,28.1,20.5,0.0
40.76,-73.88999999999994,2021-08-16,27.3,20.0,0.0
40.76,-73.88999999999994,2021-08-17,26.9,22.4,1.3
